Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,Note
United States,07/25/2015,US,2015,29,Under 25 years,1259,2015-2019,Predicted (weighted),,
United States,08/01/2015,US,2015,30,Under 25 years,1248,2015-2019,Predicted (weighted),,
United States,08/08/2015,US,2015,31,Under 25 years,1311,2015-2019,Predicted (weighted),,
United States,08/15/2015,US,2015,32,Under 25 years,1246,2015-2019,Predicted (weighted),,
United States,08/22/2015,US,2015,33,Under 25 years,1290,2015-2019,Predicted (weighted),,
United States,08/29/2015,US,2015,34,Under 25 years,1233,2015-2019,Predicted (weighted),,
United States,09/05/2015,US,2015,35,Under 25 years,1208,2015-2019,Predicted (weighted),,
United States,09/12/2015,US,2015,36,Under 25 years,1240,2015-2019,Predicted (weighted),,
United States,09/19/2015,US,2015,37,Under 25 years,1139,2015-2019,Predicted (weighted),,
United States,09/26/2015,US,2015,38,Under 25 years,1264,2015-2019,Predicted (weighted),,
United States,10/03/2015,US,2015,39,Under 25 years,1126,2015-2019,Predicted (weighted),,
United States,10/10/2015,US,2015,40,Under 25 years,1228,2015-2019,Predicted (weighted),,
United States,10/17/2015,US,2015,41,Under 25 years,1225,2015-2019,Predicted (weighted),,
United States,10/24/2015,US,2015,42,Under 25 years,1175,2015-2019,Predicted (weighted),,
United States,10/31/2015,US,2015,43,Under 25 years,1167,2015-2019,Predicted (weighted),,
United States,11/07/2015,US,2015,44,Under 25 years,1241,2015-2019,Predicted (weighted),,
United States,11/14/2015,US,2015,45,Under 25 years,1125,2015-2019,Predicted (weighted),,
United States,11/21/2015,US,2015,46,Under 25 years,1145,2015-2019,Predicted (weighted),,
United States,11/28/2015,US,2015,47,Under 25 years,1191,2015-2019,Predicted (weighted),,
United States,12/05/2015,US,2015,48,Under 25 years,1217,2015-2019,Predicted (weighted),,
United States,12/12/2015,US,2015,49,Under 25 years,1224,2015-2019,Predicted (weighted),,
United States,12/19/2015,US,2015,50,Under 25 years,1164,2015-2019,Predicted (weighted),,
United States,12/26/2015,US,2015,51,Under 25 years,1226,2015-2019,Predicted (weighted),,
United States,01/02/2016,US,2015,52,Under 25 years,1160,2015-2019,Predicted (weighted),,
United States,01/09/2016,US,2016,1,Under 25 years,1148,2015-2019,Predicted (weighted),,
United States,01/16/2016,US,2016,2,Under 25 years,1179,2015-2019,Predicted (weighted),,
United States,01/23/2016,US,2016,3,Under 25 years,1155,2015-2019,Predicted (weighted),,
United States,01/30/2016,US,2016,4,Under 25 years,1191,2015-2019,Predicted (weighted),,
United States,02/06/2016,US,2016,5,Under 25 years,1198,2015-2019,Predicted (weighted),,
United States,02/13/2016,US,2016,6,Under 25 years,1260,2015-2019,Predicted (weighted),,
United States,02/20/2016,US,2016,7,Under 25 years,1292,2015-2019,Predicted (weighted),,
United States,02/27/2016,US,2016,8,Under 25 years,1219,2015-2019,Predicted (weighted),,
United States,03/05/2016,US,2016,9,Under 25 years,1215,2015-2019,Predicted (weighted),,
United States,03/12/2016,US,2016,10,Under 25 years,1267,2015-2019,Predicted (weighted),,
United States,03/19/2016,US,2016,11,Under 25 years,1270,2015-2019,Predicted (weighted),,
United States,03/26/2016,US,2016,12,Under 25 years,1298,2015-2019,Predicted (weighted),,
United States,04/02/2016,US,2016,13,Under 25 years,1248,2015-2019,Predicted (weighted),,
United States,04/09/2016,US,2016,14,Under 25 years,1274,2015-2019,Predicted (weighted),,
United States,04/16/2016,US,2016,15,Under 25 years,1212,2015-2019,Predicted (weighted),,
United States,04/23/2016,US,2016,16,Under 25 years,1203,2015-2019,Predicted (weighted),,
United States,04/30/2016,US,2016,17,Under 25 years,1229,2015-2019,Predicted (weighted),,
United States,05/07/2016,US,2016,18,Under 25 years,1247,2015-2019,Predicted (weighted),,
United States,05/14/2016,US,2016,19,Under 25 years,1267,2015-2019,Predicted (weighted),,
United States,05/21/2016,US,2016,20,Under 25 years,1236,2015-2019,Predicted (weighted),,
United States,05/28/2016,US,2016,21,Under 25 years,1298,2015-2019,Predicted (weighted),,
United States,06/04/2016,US,2016,22,Under 25 years,1307,2015-2019,Predicted (weighted),,
United States,06/11/2016,US,2016,23,Under 25 years,1314,2015-2019,Predicted (weighted),,
United States,06/18/2016,US,2016,24,Under 25 years,1359,2015-2019,Predicted (weighted),,
United States,06/25/2016,US,2016,25,Under 25 years,1222,2015-2019,Predicted (weighted),,
United States,07/02/2016,US,2016,26,Under 25 years,1282,2015-2019,Predicted (weighted),,
United States,07/09/2016,US,2016,27,Under 25 years,1216,2015-2019,Predicted (weighted),,
United States,07/16/2016,US,2016,28,Under 25 years,1264,2015-2019,Predicted (weighted),,
United States,07/23/2016,US,2016,29,Under 25 years,1334,2015-2019,Predicted (weighted),,
United States,07/30/2016,US,2016,30,Under 25 years,1311,2015-2019,Predicted (weighted),,
United States,08/06/2016,US,2016,31,Under 25 years,1265,2015-2019,Predicted (weighted),,
United States,08/13/2016,US,2016,32,Under 25 years,1318,2015-2019,Predicted (weighted),,
United States,08/20/2016,US,2016,33,Under 25 years,1277,2015-2019,Predicted (weighted),,
United States,08/27/2016,US,2016,34,Under 25 years,1373,2015-2019,Predicted (weighted),,
United States,09/03/2016,US,2016,35,Under 25 years,1200,2015-2019,Predicted (weighted),,
United States,09/10/2016,US,2016,36,Under 25 years,1261,2015-2019,Predicted (weighted),,
United States,09/17/2016,US,2016,37,Under 25 years,1308,2015-2019,Predicted (weighted),,
United States,09/24/2016,US,2016,38,Under 25 years,1252,2015-2019,Predicted (weighted),,
United States,10/01/2016,US,2016,39,Under 25 years,1202,2015-2019,Predicted (weighted),,
United States,10/08/2016,US,2016,40,Under 25 years,1270,2015-2019,Predicted (weighted),,
United States,10/15/2016,US,2016,41,Under 25 years,1222,2015-2019,Predicted (weighted),,
United States,10/22/2016,US,2016,42,Under 25 years,1254,2015-2019,Predicted (weighted),,
United States,10/29/2016,US,2016,43,Under 25 years,1283,2015-2019,Predicted (weighted),,
United States,11/05/2016,US,2016,44,Under 25 years,1233,2015-2019,Predicted (weighted),,
United States,11/12/2016,US,2016,45,Under 25 years,1227,2015-2019,Predicted (weighted),,
United States,11/19/2016,US,2016,46,Under 25 years,1225,2015-2019,Predicted (weighted),,
United States,11/26/2016,US,2016,47,Under 25 years,1297,2015-2019,Predicted (weighted),,
United States,12/03/2016,US,2016,48,Under 25 years,1332,2015-2019,Predicted (weighted),,
United States,12/10/2016,US,2016,49,Under 25 years,1204,2015-2019,Predicted (weighted),,
United States,12/17/2016,US,2016,50,Under 25 years,1248,2015-2019,Predicted (weighted),,
United States,12/24/2016,US,2016,51,Under 25 years,1242,2015-2019,Predicted (weighted),,
United States,12/31/2016,US,2016,52,Under 25 years,1191,2015-2019,Predicted (weighted),,
United States,01/07/2017,US,2017,1,Under 25 years,1266,2015-2019,Predicted (weighted),,
United States,01/14/2017,US,2017,2,Under 25 years,1226,2015-2019,Predicted (weighted),,
United States,01/21/2017,US,2017,3,Under 25 years,1223,2015-2019,Predicted (weighted),,
United States,01/28/2017,US,2017,4,Under 25 years,1162,2015-2019,Predicted (weighted),,
United States,02/04/2017,US,2017,5,Under 25 years,1181,2015-2019,Predicted (weighted),,
United States,02/11/2017,US,2017,6,Under 25 years,1212,2015-2019,Predicted (weighted),,
United States,02/18/2017,US,2017,7,Under 25 years,1205,2015-2019,Predicted (weighted),,
United States,02/25/2017,US,2017,8,Under 25 years,1168,2015-2019,Predicted (weighted),,
United States,03/04/2017,US,2017,9,Under 25 years,1221,2015-2019,Predicted (weighted),,
United States,03/11/2017,US,2017,10,Under 25 years,1238,2015-2019,Predicted (weighted),,
United States,03/18/2017,US,2017,11,Under 25 years,1180,2015-2019,Predicted (weighted),,
United States,03/25/2017,US,2017,12,Under 25 years,1309,2015-2019,Predicted (weighted),,
United States,04/01/2017,US,2017,13,Under 25 years,1223,2015-2019,Predicted (weighted),,
United States,04/08/2017,US,2017,14,Under 25 years,1240,2015-2019,Predicted (weighted),,
United States,04/15/2017,US,2017,15,Under 25 years,1221,2015-2019,Predicted (weighted),,
United States,04/22/2017,US,2017,16,Under 25 years,1211,2015-2019,Predicted (weighted),,
United States,04/29/2017,US,2017,17,Under 25 years,1265,2015-2019,Predicted (weighted),,
United States,05/06/2017,US,2017,18,Under 25 years,1270,2015-2019,Predicted (weighted),,
United States,05/13/2017,US,2017,19,Under 25 years,1209,2015-2019,Predicted (weighted),,
United States,05/20/2017,US,2017,20,Under 25 years,1317,2015-2019,Predicted (weighted),,
United States,05/27/2017,US,2017,21,Under 25 years,1294,2015-2019,Predicted (weighted),,
United States,06/03/2017,US,2017,22,Under 25 years,1293,2015-2019,Predicted (weighted),,
United States,06/10/2017,US,2017,23,Under 25 years,1304,2015-2019,Predicted (weighted),,
United States,06/17/2017,US,2017,24,Under 25 years,1288,2015-2019,Predicted (weighted),,
United States,06/24/2017,US,2017,25,Under 25 years,1375,2015-2019,Predicted (weighted),,
United States,07/01/2017,US,2017,26,Under 25 years,1237,2015-2019,Predicted (weighted),,
United States,07/08/2017,US,2017,27,Under 25 years,1208,2015-2019,Predicted (weighted),,
United States,07/15/2017,US,2017,28,Under 25 years,1280,2015-2019,Predicted (weighted),,
United States,07/22/2017,US,2017,29,Under 25 years,1215,2015-2019,Predicted (weighted),,
United States,07/29/2017,US,2017,30,Under 25 years,1280,2015-2019,Predicted (weighted),,
United States,08/05/2017,US,2017,31,Under 25 years,1231,2015-2019,Predicted (weighted),,
United States,08/12/2017,US,2017,32,Under 25 years,1243,2015-2019,Predicted (weighted),,
United States,08/19/2017,US,2017,33,Under 25 years,1196,2015-2019,Predicted (weighted),,
United States,08/26/2017,US,2017,34,Under 25 years,1229,2015-2019,Predicted (weighted),,
United States,09/02/2017,US,2017,35,Under 25 years,1166,2015-2019,Predicted (weighted),,
United States,09/09/2017,US,2017,36,Under 25 years,1215,2015-2019,Predicted (weighted),,
United States,09/16/2017,US,2017,37,Under 25 years,1210,2015-2019,Predicted (weighted),,
United States,09/23/2017,US,2017,38,Under 25 years,1246,2015-2019,Predicted (weighted),,
United States,09/30/2017,US,2017,39,Under 25 years,1259,2015-2019,Predicted (weighted),,
United States,10/07/2017,US,2017,40,Under 25 years,1211,2015-2019,Predicted (weighted),,
United States,10/14/2017,US,2017,41,Under 25 years,1146,2015-2019,Predicted (weighted),,
United States,10/21/2017,US,2017,42,Under 25 years,1201,2015-2019,Predicted (weighted),,
United States,10/28/2017,US,2017,43,Under 25 years,1226,2015-2019,Predicted (weighted),,
United States,11/04/2017,US,2017,44,Under 25 years,1265,2015-2019,Predicted (weighted),,
United States,11/11/2017,US,2017,45,Under 25 years,1167,2015-2019,Predicted (weighted),,
United States,11/18/2017,US,2017,46,Under 25 years,1247,2015-2019,Predicted (weighted),,
United States,11/25/2017,US,2017,47,Under 25 years,1212,2015-2019,Predicted (weighted),,
United States,12/02/2017,US,2017,48,Under 25 years,1135,2015-2019,Predicted (weighted),,
United States,12/09/2017,US,2017,49,Under 25 years,1153,2015-2019,Predicted (weighted),,
United States,12/16/2017,US,2017,50,Under 25 years,1214,2015-2019,Predicted (weighted),,
United States,12/23/2017,US,2017,51,Under 25 years,1280,2015-2019,Predicted (weighted),,
United States,12/30/2017,US,2017,52,Under 25 years,1174,2015-2019,Predicted (weighted),,
United States,01/06/2018,US,2018,1,Under 25 years,1272,2015-2019,Predicted (weighted),,
United States,01/13/2018,US,2018,2,Under 25 years,1178,2015-2019,Predicted (weighted),,
United States,01/20/2018,US,2018,3,Under 25 years,1199,2015-2019,Predicted (weighted),,
United States,01/27/2018,US,2018,4,Under 25 years,1284,2015-2019,Predicted (weighted),,
United States,02/03/2018,US,2018,5,Under 25 years,1225,2015-2019,Predicted (weighted),,
United States,02/10/2018,US,2018,6,Under 25 years,1185,2015-2019,Predicted (weighted),,
United States,02/17/2018,US,2018,7,Under 25 years,1169,2015-2019,Predicted (weighted),,
United States,02/24/2018,US,2018,8,Under 25 years,1152,2015-2019,Predicted (weighted),,
United States,03/03/2018,US,2018,9,Under 25 years,1157,2015-2019,Predicted (weighted),,
United States,03/10/2018,US,2018,10,Under 25 years,1169,2015-2019,Predicted (weighted),,
United States,03/17/2018,US,2018,11,Under 25 years,1167,2015-2019,Predicted (weighted),,
United States,03/24/2018,US,2018,12,Under 25 years,1201,2015-2019,Predicted (weighted),,
United States,03/31/2018,US,2018,13,Under 25 years,1116,2015-2019,Predicted (weighted),,
United States,04/07/2018,US,2018,14,Under 25 years,1117,2015-2019,Predicted (weighted),,
United States,04/14/2018,US,2018,15,Under 25 years,1144,2015-2019,Predicted (weighted),,
United States,04/21/2018,US,2018,16,Under 25 years,1160,2015-2019,Predicted (weighted),,
United States,04/28/2018,US,2018,17,Under 25 years,1134,2015-2019,Predicted (weighted),,
United States,05/05/2018,US,2018,18,Under 25 years,1214,2015-2019,Predicted (weighted),,
United States,05/12/2018,US,2018,19,Under 25 years,1287,2015-2019,Predicted (weighted),,
United States,05/19/2018,US,2018,20,Under 25 years,1174,2015-2019,Predicted (weighted),,
United States,05/26/2018,US,2018,21,Under 25 years,1181,2015-2019,Predicted (weighted),,
United States,06/02/2018,US,2018,22,Under 25 years,1222,2015-2019,Predicted (weighted),,
United States,06/09/2018,US,2018,23,Under 25 years,1184,2015-2019,Predicted (weighted),,
United States,06/16/2018,US,2018,24,Under 25 years,1224,2015-2019,Predicted (weighted),,
United States,06/23/2018,US,2018,25,Under 25 years,1218,2015-2019,Predicted (weighted),,
United States,06/30/2018,US,2018,26,Under 25 years,1146,2015-2019,Predicted (weighted),,
United States,07/07/2018,US,2018,27,Under 25 years,1292,2015-2019,Predicted (weighted),,
United States,07/14/2018,US,2018,28,Under 25 years,1204,2015-2019,Predicted (weighted),,
United States,07/21/2018,US,2018,29,Under 25 years,1194,2015-2019,Predicted (weighted),,
United States,07/28/2018,US,2018,30,Under 25 years,1249,2015-2019,Predicted (weighted),,
United States,08/04/2018,US,2018,31,Under 25 years,1145,2015-2019,Predicted (weighted),,
United States,08/11/2018,US,2018,32,Under 25 years,1212,2015-2019,Predicted (weighted),,
United States,08/18/2018,US,2018,33,Under 25 years,1095,2015-2019,Predicted (weighted),,
United States,08/25/2018,US,2018,34,Under 25 years,1154,2015-2019,Predicted (weighted),,
United States,09/01/2018,US,2018,35,Under 25 years,1183,2015-2019,Predicted (weighted),,
United States,09/08/2018,US,2018,36,Under 25 years,1192,2015-2019,Predicted (weighted),,
United States,09/15/2018,US,2018,37,Under 25 years,1175,2015-2019,Predicted (weighted),,
United States,09/22/2018,US,2018,38,Under 25 years,1215,2015-2019,Predicted (weighted),,
United States,09/29/2018,US,2018,39,Under 25 years,1185,2015-2019,Predicted (weighted),,
United States,10/06/2018,US,2018,40,Under 25 years,1180,2015-2019,Predicted (weighted),,
United States,10/13/2018,US,2018,41,Under 25 years,1191,2015-2019,Predicted (weighted),,
United States,10/20/2018,US,2018,42,Under 25 years,1179,2015-2019,Predicted (weighted),,
United States,10/27/2018,US,2018,43,Under 25 years,1170,2015-2019,Predicted (weighted),,
United States,11/03/2018,US,2018,44,Under 25 years,1169,2015-2019,Predicted (weighted),,
United States,11/10/2018,US,2018,45,Under 25 years,1175,2015-2019,Predicted (weighted),,
United States,11/17/2018,US,2018,46,Under 25 years,1129,2015-2019,Predicted (weighted),,
United States,11/24/2018,US,2018,47,Under 25 years,1115,2015-2019,Predicted (weighted),,
United States,12/01/2018,US,2018,48,Under 25 years,1066,2015-2019,Predicted (weighted),,
United States,12/08/2018,US,2018,49,Under 25 years,1075,2015-2019,Predicted (weighted),,
United States,12/15/2018,US,2018,50,Under 25 years,1126,2015-2019,Predicted (weighted),,
United States,12/22/2018,US,2018,51,Under 25 years,1067,2015-2019,Predicted (weighted),,
United States,12/29/2018,US,2018,52,Under 25 years,1104,2015-2019,Predicted (weighted),,
United States,01/05/2019,US,2019,1,Under 25 years,1147,2015-2019,Predicted (weighted),,
United States,01/12/2019,US,2019,2,Under 25 years,1109,2015-2019,Predicted (weighted),,
United States,01/19/2019,US,2019,3,Under 25 years,1084,2015-2019,Predicted (weighted),,
United States,01/26/2019,US,2019,4,Under 25 years,1062,2015-2019,Predicted (weighted),,
United States,02/02/2019,US,2019,5,Under 25 years,1092,2015-2019,Predicted (weighted),,
United States,02/09/2019,US,2019,6,Under 25 years,1132,2015-2019,Predicted (weighted),,
United States,02/16/2019,US,2019,7,Under 25 years,1080,2015-2019,Predicted (weighted),,
United States,02/23/2019,US,2019,8,Under 25 years,1121,2015-2019,Predicted (weighted),,
United States,03/02/2019,US,2019,9,Under 25 years,1189,2015-2019,Predicted (weighted),,
United States,03/09/2019,US,2019,10,Under 25 years,1101,2015-2019,Predicted (weighted),,
United States,03/16/2019,US,2019,11,Under 25 years,1102,2015-2019,Predicted (weighted),,
United States,03/23/2019,US,2019,12,Under 25 years,1119,2015-2019,Predicted (weighted),,
United States,03/30/2019,US,2019,13,Under 25 years,1155,2015-2019,Predicted (weighted),,
United States,04/06/2019,US,2019,14,Under 25 years,1123,2015-2019,Predicted (weighted),,
United States,04/13/2019,US,2019,15,Under 25 years,1168,2015-2019,Predicted (weighted),,
United States,04/20/2019,US,2019,16,Under 25 years,1156,2015-2019,Predicted (weighted),,
United States,04/27/2019,US,2019,17,Under 25 years,1107,2015-2019,Predicted (weighted),,
United States,05/04/2019,US,2019,18,Under 25 years,1156,2015-2019,Predicted (weighted),,
United States,05/11/2019,US,2019,19,Under 25 years,1159,2015-2019,Predicted (weighted),,
United States,05/18/2019,US,2019,20,Under 25 years,1158,2015-2019,Predicted (weighted),,
United States,05/25/2019,US,2019,21,Under 25 years,1171,2015-2019,Predicted (weighted),,
United States,06/01/2019,US,2019,22,Under 25 years,1277,2015-2019,Predicted (weighted),,
United States,06/08/2019,US,2019,23,Under 25 years,1186,2015-2019,Predicted (weighted),,
United States,06/15/2019,US,2019,24,Under 25 years,1233,2015-2019,Predicted (weighted),,
United States,06/22/2019,US,2019,25,Under 25 years,1176,2015-2019,Predicted (weighted),,
United States,06/29/2019,US,2019,26,Under 25 years,1269,2015-2019,Predicted (weighted),,
United States,07/06/2019,US,2019,27,Under 25 years,1238,2015-2019,Predicted (weighted),,
United States,07/13/2019,US,2019,28,Under 25 years,1194,2015-2019,Predicted (weighted),,
United States,07/20/2019,US,2019,29,Under 25 years,1189,2015-2019,Predicted (weighted),,
United States,07/27/2019,US,2019,30,Under 25 years,1229,2015-2019,Predicted (weighted),,
United States,08/03/2019,US,2019,31,Under 25 years,1138,2015-2019,Predicted (weighted),,
United States,08/10/2019,US,2019,32,Under 25 years,1152,2015-2019,Predicted (weighted),,
United States,08/17/2019,US,2019,33,Under 25 years,1142,2015-2019,Predicted (weighted),,
United States,08/24/2019,US,2019,34,Under 25 years,1158,2015-2019,Predicted (weighted),,
United States,08/31/2019,US,2019,35,Under 25 years,1156,2015-2019,Predicted (weighted),,
United States,09/07/2019,US,2019,36,Under 25 years,1194,2015-2019,Predicted (weighted),,
United States,09/14/2019,US,2019,37,Under 25 years,1140,2015-2019,Predicted (weighted),,
United States,09/21/2019,US,2019,38,Under 25 years,1217,2015-2019,Predicted (weighted),,
United States,09/28/2019,US,2019,39,Under 25 years,1091,2015-2019,Predicted (weighted),,
United States,10/05/2019,US,2019,40,Under 25 years,1124,2015-2019,Predicted (weighted),,
United States,10/12/2019,US,2019,41,Under 25 years,1134,2015-2019,Predicted (weighted),,
United States,10/19/2019,US,2019,42,Under 25 years,1159,2015-2019,Predicted (weighted),,
United States,10/26/2019,US,2019,43,Under 25 years,1134,2015-2019,Predicted (weighted),,
United States,11/02/2019,US,2019,44,Under 25 years,1100,2015-2019,Predicted (weighted),,
United States,11/09/2019,US,2019,45,Under 25 years,1130,2015-2019,Predicted (weighted),,
United States,11/16/2019,US,2019,46,Under 25 years,1216,2015-2019,Predicted (weighted),,
United States,11/23/2019,US,2019,47,Under 25 years,1121,2015-2019,Predicted (weighted),,
United States,11/30/2019,US,2019,48,Under 25 years,1147,2015-2019,Predicted (weighted),,
United States,12/07/2019,US,2019,49,Under 25 years,1181,2015-2019,Predicted (weighted),,
United States,12/14/2019,US,2019,50,Under 25 years,1156,2015-2019,Predicted (weighted),,
United States,12/21/2019,US,2019,51,Under 25 years,1179,2015-2019,Predicted (weighted),,
United States,12/28/2019,US,2019,52,Under 25 years,1199,2015-2019,Predicted (weighted),,
United States,01/04/2020,US,2020,1,Under 25 years,1184,2020,Predicted (weighted),,
United States,01/11/2020,US,2020,2,Under 25 years,1165,2020,Predicted (weighted),,
United States,01/18/2020,US,2020,3,Under 25 years,1182,2020,Predicted (weighted),,
United States,01/25/2020,US,2020,4,Under 25 years,1155,2020,Predicted (weighted),,
United States,02/01/2020,US,2020,5,Under 25 years,1141,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/08/2020,US,2020,6,Under 25 years,1228,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/15/2020,US,2020,7,Under 25 years,1156,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/22/2020,US,2020,8,Under 25 years,1086,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/29/2020,US,2020,9,Under 25 years,1185,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/07/2020,US,2020,10,Under 25 years,1115,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/14/2020,US,2020,11,Under 25 years,1149,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/21/2020,US,2020,12,Under 25 years,1163,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/28/2020,US,2020,13,Under 25 years,1129,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/04/2020,US,2020,14,Under 25 years,1115,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/11/2020,US,2020,15,Under 25 years,1234,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/18/2020,US,2020,16,Under 25 years,1098,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/25/2020,US,2020,17,Under 25 years,1237,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/02/2020,US,2020,18,Under 25 years,1160,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/09/2020,US,2020,19,Under 25 years,1255,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/16/2020,US,2020,20,Under 25 years,1235,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/23/2020,US,2020,21,Under 25 years,1242,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/30/2020,US,2020,22,Under 25 years,1224,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/06/2020,US,2020,23,Under 25 years,1368,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/13/2020,US,2020,24,Under 25 years,1372,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/20/2020,US,2020,25,Under 25 years,1309,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/27/2020,US,2020,26,Under 25 years,1319,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/04/2020,US,2020,27,Under 25 years,1356,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/11/2020,US,2020,28,Under 25 years,1456,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/18/2020,US,2020,29,Under 25 years,1327,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/25/2020,US,2020,30,Under 25 years,1355,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/01/2020,US,2020,31,Under 25 years,1267,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/08/2020,US,2020,32,Under 25 years,1286,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/15/2020,US,2020,33,Under 25 years,1308,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/22/2020,US,2020,34,Under 25 years,1284,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/29/2020,US,2020,35,Under 25 years,1272,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/05/2020,US,2020,36,Under 25 years,1222,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/12/2020,US,2020,37,Under 25 years,1293,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/19/2020,US,2020,38,Under 25 years,1250,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/26/2020,US,2020,39,Under 25 years,1153,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/03/2020,US,2020,40,Under 25 years,1220,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
