Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,Note
United States,07/25/2015,US,2015,29,75-84 years,11290,2015-2019,Unweighted,,
United States,08/01/2015,US,2015,30,75-84 years,11333,2015-2019,Unweighted,,
United States,08/08/2015,US,2015,31,75-84 years,11106,2015-2019,Unweighted,,
United States,08/15/2015,US,2015,32,75-84 years,11096,2015-2019,Unweighted,,
United States,08/22/2015,US,2015,33,75-84 years,11405,2015-2019,Unweighted,,
United States,08/29/2015,US,2015,34,75-84 years,11239,2015-2019,Unweighted,,
United States,09/05/2015,US,2015,35,75-84 years,11172,2015-2019,Unweighted,,
United States,09/12/2015,US,2015,36,75-84 years,11322,2015-2019,Unweighted,,
United States,09/19/2015,US,2015,37,75-84 years,11220,2015-2019,Unweighted,,
United States,09/26/2015,US,2015,38,75-84 years,11392,2015-2019,Unweighted,,
United States,10/03/2015,US,2015,39,75-84 years,11507,2015-2019,Unweighted,,
United States,10/10/2015,US,2015,40,75-84 years,12043,2015-2019,Unweighted,,
United States,10/17/2015,US,2015,41,75-84 years,11575,2015-2019,Unweighted,,
United States,10/24/2015,US,2015,42,75-84 years,11861,2015-2019,Unweighted,,
United States,10/31/2015,US,2015,43,75-84 years,11698,2015-2019,Unweighted,,
United States,11/07/2015,US,2015,44,75-84 years,12120,2015-2019,Unweighted,,
United States,11/14/2015,US,2015,45,75-84 years,11904,2015-2019,Unweighted,,
United States,11/21/2015,US,2015,46,75-84 years,12189,2015-2019,Unweighted,,
United States,11/28/2015,US,2015,47,75-84 years,11957,2015-2019,Unweighted,,
United States,12/05/2015,US,2015,48,75-84 years,12174,2015-2019,Unweighted,,
United States,12/12/2015,US,2015,49,75-84 years,12522,2015-2019,Unweighted,,
United States,12/19/2015,US,2015,50,75-84 years,12314,2015-2019,Unweighted,,
United States,12/26/2015,US,2015,51,75-84 years,12574,2015-2019,Unweighted,,
United States,01/02/2016,US,2015,52,75-84 years,12380,2015-2019,Unweighted,,
United States,01/09/2016,US,2016,1,75-84 years,13105,2015-2019,Unweighted,,
United States,01/16/2016,US,2016,2,75-84 years,13154,2015-2019,Unweighted,,
United States,01/23/2016,US,2016,3,75-84 years,13053,2015-2019,Unweighted,,
United States,01/30/2016,US,2016,4,75-84 years,13330,2015-2019,Unweighted,,
United States,02/06/2016,US,2016,5,75-84 years,12999,2015-2019,Unweighted,,
United States,02/13/2016,US,2016,6,75-84 years,13034,2015-2019,Unweighted,,
United States,02/20/2016,US,2016,7,75-84 years,13191,2015-2019,Unweighted,,
United States,02/27/2016,US,2016,8,75-84 years,12985,2015-2019,Unweighted,,
United States,03/05/2016,US,2016,9,75-84 years,13065,2015-2019,Unweighted,,
United States,03/12/2016,US,2016,10,75-84 years,13104,2015-2019,Unweighted,,
United States,03/19/2016,US,2016,11,75-84 years,12542,2015-2019,Unweighted,,
United States,03/26/2016,US,2016,12,75-84 years,12625,2015-2019,Unweighted,,
United States,04/02/2016,US,2016,13,75-84 years,12603,2015-2019,Unweighted,,
United States,04/09/2016,US,2016,14,75-84 years,12664,2015-2019,Unweighted,,
United States,04/16/2016,US,2016,15,75-84 years,12292,2015-2019,Unweighted,,
United States,04/23/2016,US,2016,16,75-84 years,12458,2015-2019,Unweighted,,
United States,04/30/2016,US,2016,17,75-84 years,11917,2015-2019,Unweighted,,
United States,05/07/2016,US,2016,18,75-84 years,11947,2015-2019,Unweighted,,
United States,05/14/2016,US,2016,19,75-84 years,11793,2015-2019,Unweighted,,
United States,05/21/2016,US,2016,20,75-84 years,11666,2015-2019,Unweighted,,
United States,05/28/2016,US,2016,21,75-84 years,11756,2015-2019,Unweighted,,
United States,06/04/2016,US,2016,22,75-84 years,11305,2015-2019,Unweighted,,
United States,06/11/2016,US,2016,23,75-84 years,11457,2015-2019,Unweighted,,
United States,06/18/2016,US,2016,24,75-84 years,11347,2015-2019,Unweighted,,
United States,06/25/2016,US,2016,25,75-84 years,11577,2015-2019,Unweighted,,
United States,07/02/2016,US,2016,26,75-84 years,11568,2015-2019,Unweighted,,
United States,07/09/2016,US,2016,27,75-84 years,11296,2015-2019,Unweighted,,
United States,07/16/2016,US,2016,28,75-84 years,11424,2015-2019,Unweighted,,
United States,07/23/2016,US,2016,29,75-84 years,11373,2015-2019,Unweighted,,
United States,07/30/2016,US,2016,30,75-84 years,11429,2015-2019,Unweighted,,
United States,08/06/2016,US,2016,31,75-84 years,11293,2015-2019,Unweighted,,
United States,08/13/2016,US,2016,32,75-84 years,11510,2015-2019,Unweighted,,
United States,08/20/2016,US,2016,33,75-84 years,11573,2015-2019,Unweighted,,
United States,08/27/2016,US,2016,34,75-84 years,11354,2015-2019,Unweighted,,
United States,09/03/2016,US,2016,35,75-84 years,11565,2015-2019,Unweighted,,
United States,09/10/2016,US,2016,36,75-84 years,11608,2015-2019,Unweighted,,
United States,09/17/2016,US,2016,37,75-84 years,11459,2015-2019,Unweighted,,
United States,09/24/2016,US,2016,38,75-84 years,11382,2015-2019,Unweighted,,
United States,10/01/2016,US,2016,39,75-84 years,11516,2015-2019,Unweighted,,
United States,10/08/2016,US,2016,40,75-84 years,11820,2015-2019,Unweighted,,
United States,10/15/2016,US,2016,41,75-84 years,12150,2015-2019,Unweighted,,
United States,10/22/2016,US,2016,42,75-84 years,11973,2015-2019,Unweighted,,
United States,10/29/2016,US,2016,43,75-84 years,12129,2015-2019,Unweighted,,
United States,11/05/2016,US,2016,44,75-84 years,12052,2015-2019,Unweighted,,
United States,11/12/2016,US,2016,45,75-84 years,12178,2015-2019,Unweighted,,
United States,11/19/2016,US,2016,46,75-84 years,12398,2015-2019,Unweighted,,
United States,11/26/2016,US,2016,47,75-84 years,12346,2015-2019,Unweighted,,
United States,12/03/2016,US,2016,48,75-84 years,12591,2015-2019,Unweighted,,
United States,12/10/2016,US,2016,49,75-84 years,12811,2015-2019,Unweighted,,
United States,12/17/2016,US,2016,50,75-84 years,12938,2015-2019,Unweighted,,
United States,12/24/2016,US,2016,51,75-84 years,13328,2015-2019,Unweighted,,
United States,12/31/2016,US,2016,52,75-84 years,13548,2015-2019,Unweighted,,
United States,01/07/2017,US,2017,1,75-84 years,14030,2015-2019,Unweighted,,
United States,01/14/2017,US,2017,2,75-84 years,14186,2015-2019,Unweighted,,
United States,01/21/2017,US,2017,3,75-84 years,14051,2015-2019,Unweighted,,
United States,01/28/2017,US,2017,4,75-84 years,13742,2015-2019,Unweighted,,
United States,02/04/2017,US,2017,5,75-84 years,13785,2015-2019,Unweighted,,
United States,02/11/2017,US,2017,6,75-84 years,13831,2015-2019,Unweighted,,
United States,02/18/2017,US,2017,7,75-84 years,13704,2015-2019,Unweighted,,
United States,02/25/2017,US,2017,8,75-84 years,13757,2015-2019,Unweighted,,
United States,03/04/2017,US,2017,9,75-84 years,13463,2015-2019,Unweighted,,
United States,03/11/2017,US,2017,10,75-84 years,13707,2015-2019,Unweighted,,
United States,03/18/2017,US,2017,11,75-84 years,13454,2015-2019,Unweighted,,
United States,03/25/2017,US,2017,12,75-84 years,13239,2015-2019,Unweighted,,
United States,04/01/2017,US,2017,13,75-84 years,13087,2015-2019,Unweighted,,
United States,04/08/2017,US,2017,14,75-84 years,12977,2015-2019,Unweighted,,
United States,04/15/2017,US,2017,15,75-84 years,12934,2015-2019,Unweighted,,
United States,04/22/2017,US,2017,16,75-84 years,12239,2015-2019,Unweighted,,
United States,04/29/2017,US,2017,17,75-84 years,12420,2015-2019,Unweighted,,
United States,05/06/2017,US,2017,18,75-84 years,12399,2015-2019,Unweighted,,
United States,05/13/2017,US,2017,19,75-84 years,12275,2015-2019,Unweighted,,
United States,05/20/2017,US,2017,20,75-84 years,12287,2015-2019,Unweighted,,
United States,05/27/2017,US,2017,21,75-84 years,11876,2015-2019,Unweighted,,
United States,06/03/2017,US,2017,22,75-84 years,11920,2015-2019,Unweighted,,
United States,06/10/2017,US,2017,23,75-84 years,11896,2015-2019,Unweighted,,
United States,06/17/2017,US,2017,24,75-84 years,11835,2015-2019,Unweighted,,
United States,06/24/2017,US,2017,25,75-84 years,11698,2015-2019,Unweighted,,
United States,07/01/2017,US,2017,26,75-84 years,11831,2015-2019,Unweighted,,
United States,07/08/2017,US,2017,27,75-84 years,11517,2015-2019,Unweighted,,
United States,07/15/2017,US,2017,28,75-84 years,11615,2015-2019,Unweighted,,
United States,07/22/2017,US,2017,29,75-84 years,11737,2015-2019,Unweighted,,
United States,07/29/2017,US,2017,30,75-84 years,11403,2015-2019,Unweighted,,
United States,08/05/2017,US,2017,31,75-84 years,11600,2015-2019,Unweighted,,
United States,08/12/2017,US,2017,32,75-84 years,11472,2015-2019,Unweighted,,
United States,08/19/2017,US,2017,33,75-84 years,11627,2015-2019,Unweighted,,
United States,08/26/2017,US,2017,34,75-84 years,11624,2015-2019,Unweighted,,
United States,09/02/2017,US,2017,35,75-84 years,11855,2015-2019,Unweighted,,
United States,09/09/2017,US,2017,36,75-84 years,11754,2015-2019,Unweighted,,
United States,09/16/2017,US,2017,37,75-84 years,11947,2015-2019,Unweighted,,
United States,09/23/2017,US,2017,38,75-84 years,11908,2015-2019,Unweighted,,
United States,09/30/2017,US,2017,39,75-84 years,11848,2015-2019,Unweighted,,
United States,10/07/2017,US,2017,40,75-84 years,12210,2015-2019,Unweighted,,
United States,10/14/2017,US,2017,41,75-84 years,12126,2015-2019,Unweighted,,
United States,10/21/2017,US,2017,42,75-84 years,12230,2015-2019,Unweighted,,
United States,10/28/2017,US,2017,43,75-84 years,12571,2015-2019,Unweighted,,
United States,11/04/2017,US,2017,44,75-84 years,12594,2015-2019,Unweighted,,
United States,11/11/2017,US,2017,45,75-84 years,12457,2015-2019,Unweighted,,
United States,11/18/2017,US,2017,46,75-84 years,12618,2015-2019,Unweighted,,
United States,11/25/2017,US,2017,47,75-84 years,12912,2015-2019,Unweighted,,
United States,12/02/2017,US,2017,48,75-84 years,12869,2015-2019,Unweighted,,
United States,12/09/2017,US,2017,49,75-84 years,13151,2015-2019,Unweighted,,
United States,12/16/2017,US,2017,50,75-84 years,13745,2015-2019,Unweighted,,
United States,12/23/2017,US,2017,51,75-84 years,14113,2015-2019,Unweighted,,
United States,12/30/2017,US,2017,52,75-84 years,14482,2015-2019,Unweighted,,
United States,01/06/2018,US,2018,1,75-84 years,15735,2015-2019,Unweighted,,
United States,01/13/2018,US,2018,2,75-84 years,16022,2015-2019,Unweighted,,
United States,01/20/2018,US,2018,3,75-84 years,15534,2015-2019,Unweighted,,
United States,01/27/2018,US,2018,4,75-84 years,15067,2015-2019,Unweighted,,
United States,02/03/2018,US,2018,5,75-84 years,14526,2015-2019,Unweighted,,
United States,02/10/2018,US,2018,6,75-84 years,14815,2015-2019,Unweighted,,
United States,02/17/2018,US,2018,7,75-84 years,14303,2015-2019,Unweighted,,
United States,02/24/2018,US,2018,8,75-84 years,13763,2015-2019,Unweighted,,
United States,03/03/2018,US,2018,9,75-84 years,13574,2015-2019,Unweighted,,
United States,03/10/2018,US,2018,10,75-84 years,13576,2015-2019,Unweighted,,
United States,03/17/2018,US,2018,11,75-84 years,13459,2015-2019,Unweighted,,
United States,03/24/2018,US,2018,12,75-84 years,13259,2015-2019,Unweighted,,
United States,03/31/2018,US,2018,13,75-84 years,13090,2015-2019,Unweighted,,
United States,04/07/2018,US,2018,14,75-84 years,13082,2015-2019,Unweighted,,
United States,04/14/2018,US,2018,15,75-84 years,13240,2015-2019,Unweighted,,
United States,04/21/2018,US,2018,16,75-84 years,12755,2015-2019,Unweighted,,
United States,04/28/2018,US,2018,17,75-84 years,12920,2015-2019,Unweighted,,
United States,05/05/2018,US,2018,18,75-84 years,12710,2015-2019,Unweighted,,
United States,05/12/2018,US,2018,19,75-84 years,12236,2015-2019,Unweighted,,
United States,05/19/2018,US,2018,20,75-84 years,12078,2015-2019,Unweighted,,
United States,05/26/2018,US,2018,21,75-84 years,12082,2015-2019,Unweighted,,
United States,06/02/2018,US,2018,22,75-84 years,12070,2015-2019,Unweighted,,
United States,06/09/2018,US,2018,23,75-84 years,12096,2015-2019,Unweighted,,
United States,06/16/2018,US,2018,24,75-84 years,11952,2015-2019,Unweighted,,
United States,06/23/2018,US,2018,25,75-84 years,12001,2015-2019,Unweighted,,
United States,06/30/2018,US,2018,26,75-84 years,11900,2015-2019,Unweighted,,
United States,07/07/2018,US,2018,27,75-84 years,12187,2015-2019,Unweighted,,
United States,07/14/2018,US,2018,28,75-84 years,12073,2015-2019,Unweighted,,
United States,07/21/2018,US,2018,29,75-84 years,11850,2015-2019,Unweighted,,
United States,07/28/2018,US,2018,30,75-84 years,11810,2015-2019,Unweighted,,
United States,08/04/2018,US,2018,31,75-84 years,12020,2015-2019,Unweighted,,
United States,08/11/2018,US,2018,32,75-84 years,12000,2015-2019,Unweighted,,
United States,08/18/2018,US,2018,33,75-84 years,11857,2015-2019,Unweighted,,
United States,08/25/2018,US,2018,34,75-84 years,12081,2015-2019,Unweighted,,
United States,09/01/2018,US,2018,35,75-84 years,11889,2015-2019,Unweighted,,
United States,09/08/2018,US,2018,36,75-84 years,11904,2015-2019,Unweighted,,
United States,09/15/2018,US,2018,37,75-84 years,12016,2015-2019,Unweighted,,
United States,09/22/2018,US,2018,38,75-84 years,12305,2015-2019,Unweighted,,
United States,09/29/2018,US,2018,39,75-84 years,12207,2015-2019,Unweighted,,
United States,10/06/2018,US,2018,40,75-84 years,12578,2015-2019,Unweighted,,
United States,10/13/2018,US,2018,41,75-84 years,12208,2015-2019,Unweighted,,
United States,10/20/2018,US,2018,42,75-84 years,12803,2015-2019,Unweighted,,
United States,10/27/2018,US,2018,43,75-84 years,13044,2015-2019,Unweighted,,
United States,11/03/2018,US,2018,44,75-84 years,12735,2015-2019,Unweighted,,
United States,11/10/2018,US,2018,45,75-84 years,12951,2015-2019,Unweighted,,
United States,11/17/2018,US,2018,46,75-84 years,13166,2015-2019,Unweighted,,
United States,11/24/2018,US,2018,47,75-84 years,13128,2015-2019,Unweighted,,
United States,12/01/2018,US,2018,48,75-84 years,13356,2015-2019,Unweighted,,
United States,12/08/2018,US,2018,49,75-84 years,13498,2015-2019,Unweighted,,
United States,12/15/2018,US,2018,50,75-84 years,13521,2015-2019,Unweighted,,
United States,12/22/2018,US,2018,51,75-84 years,13749,2015-2019,Unweighted,,
United States,12/29/2018,US,2018,52,75-84 years,13843,2015-2019,Unweighted,,
United States,01/05/2019,US,2019,1,75-84 years,13947,2015-2019,Unweighted,,
United States,01/12/2019,US,2019,2,75-84 years,14203,2015-2019,Unweighted,,
United States,01/19/2019,US,2019,3,75-84 years,14124,2015-2019,Unweighted,,
United States,01/26/2019,US,2019,4,75-84 years,14184,2015-2019,Unweighted,,
United States,02/02/2019,US,2019,5,75-84 years,14199,2015-2019,Unweighted,,
United States,02/09/2019,US,2019,6,75-84 years,14226,2015-2019,Unweighted,,
United States,02/16/2019,US,2019,7,75-84 years,14157,2015-2019,Unweighted,,
United States,02/23/2019,US,2019,8,75-84 years,14108,2015-2019,Unweighted,,
United States,03/02/2019,US,2019,9,75-84 years,13992,2015-2019,Unweighted,,
United States,03/09/2019,US,2019,10,75-84 years,14036,2015-2019,Unweighted,,
United States,03/16/2019,US,2019,11,75-84 years,13965,2015-2019,Unweighted,,
United States,03/23/2019,US,2019,12,75-84 years,13762,2015-2019,Unweighted,,
United States,03/30/2019,US,2019,13,75-84 years,13815,2015-2019,Unweighted,,
United States,04/06/2019,US,2019,14,75-84 years,13921,2015-2019,Unweighted,,
United States,04/13/2019,US,2019,15,75-84 years,13557,2015-2019,Unweighted,,
United States,04/20/2019,US,2019,16,75-84 years,13137,2015-2019,Unweighted,,
United States,04/27/2019,US,2019,17,75-84 years,13066,2015-2019,Unweighted,,
United States,05/04/2019,US,2019,18,75-84 years,12966,2015-2019,Unweighted,,
United States,05/11/2019,US,2019,19,75-84 years,13132,2015-2019,Unweighted,,
United States,05/18/2019,US,2019,20,75-84 years,12980,2015-2019,Unweighted,,
United States,05/25/2019,US,2019,21,75-84 years,13070,2015-2019,Unweighted,,
United States,06/01/2019,US,2019,22,75-84 years,12523,2015-2019,Unweighted,,
United States,06/08/2019,US,2019,23,75-84 years,12644,2015-2019,Unweighted,,
United States,06/15/2019,US,2019,24,75-84 years,12592,2015-2019,Unweighted,,
United States,06/22/2019,US,2019,25,75-84 years,12513,2015-2019,Unweighted,,
United States,06/29/2019,US,2019,26,75-84 years,12490,2015-2019,Unweighted,,
United States,07/06/2019,US,2019,27,75-84 years,12409,2015-2019,Unweighted,,
United States,07/13/2019,US,2019,28,75-84 years,12365,2015-2019,Unweighted,,
United States,07/20/2019,US,2019,29,75-84 years,12258,2015-2019,Unweighted,,
United States,07/27/2019,US,2019,30,75-84 years,12312,2015-2019,Unweighted,,
United States,08/03/2019,US,2019,31,75-84 years,12307,2015-2019,Unweighted,,
United States,08/10/2019,US,2019,32,75-84 years,12305,2015-2019,Unweighted,,
United States,08/17/2019,US,2019,33,75-84 years,12124,2015-2019,Unweighted,,
United States,08/24/2019,US,2019,34,75-84 years,12228,2015-2019,Unweighted,,
United States,08/31/2019,US,2019,35,75-84 years,12296,2015-2019,Unweighted,,
United States,09/07/2019,US,2019,36,75-84 years,12363,2015-2019,Unweighted,,
United States,09/14/2019,US,2019,37,75-84 years,12496,2015-2019,Unweighted,,
United States,09/21/2019,US,2019,38,75-84 years,12393,2015-2019,Unweighted,,
United States,09/28/2019,US,2019,39,75-84 years,12691,2015-2019,Unweighted,,
United States,10/05/2019,US,2019,40,75-84 years,12607,2015-2019,Unweighted,,
United States,10/12/2019,US,2019,41,75-84 years,12820,2015-2019,Unweighted,,
United States,10/19/2019,US,2019,42,75-84 years,12981,2015-2019,Unweighted,,
United States,10/26/2019,US,2019,43,75-84 years,13203,2015-2019,Unweighted,,
United States,11/02/2019,US,2019,44,75-84 years,13229,2015-2019,Unweighted,,
United States,11/09/2019,US,2019,45,75-84 years,13237,2015-2019,Unweighted,,
United States,11/16/2019,US,2019,46,75-84 years,13534,2015-2019,Unweighted,,
United States,11/23/2019,US,2019,47,75-84 years,13646,2015-2019,Unweighted,,
United States,11/30/2019,US,2019,48,75-84 years,13522,2015-2019,Unweighted,,
United States,12/07/2019,US,2019,49,75-84 years,14029,2015-2019,Unweighted,,
United States,12/14/2019,US,2019,50,75-84 years,14023,2015-2019,Unweighted,,
United States,12/21/2019,US,2019,51,75-84 years,14069,2015-2019,Unweighted,,
United States,12/28/2019,US,2019,52,75-84 years,14162,2015-2019,Unweighted,,
United States,01/04/2020,US,2020,1,75-84 years,14548,2020,Unweighted,,
United States,01/11/2020,US,2020,2,75-84 years,14722,2020,Unweighted,,
United States,01/18/2020,US,2020,3,75-84 years,14261,2020,Unweighted,,
United States,01/25/2020,US,2020,4,75-84 years,14400,2020,Unweighted,,
United States,02/01/2020,US,2020,5,75-84 years,14148,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/08/2020,US,2020,6,75-84 years,14419,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/15/2020,US,2020,7,75-84 years,14357,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/22/2020,US,2020,8,75-84 years,14334,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/29/2020,US,2020,9,75-84 years,14430,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/07/2020,US,2020,10,75-84 years,14551,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/14/2020,US,2020,11,75-84 years,14171,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/21/2020,US,2020,12,75-84 years,14624,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/28/2020,US,2020,13,75-84 years,15553,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/04/2020,US,2020,14,75-84 years,17755,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/11/2020,US,2020,15,75-84 years,19456,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/18/2020,US,2020,16,75-84 years,18902,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/25/2020,US,2020,17,75-84 years,18148,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/02/2020,US,2020,18,75-84 years,16625,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/09/2020,US,2020,19,75-84 years,16031,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/16/2020,US,2020,20,75-84 years,15291,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/23/2020,US,2020,21,75-84 years,14441,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/30/2020,US,2020,22,75-84 years,14112,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/06/2020,US,2020,23,75-84 years,13735,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/13/2020,US,2020,24,75-84 years,13527,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/20/2020,US,2020,25,75-84 years,13707,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,06/27/2020,US,2020,26,75-84 years,13786,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/04/2020,US,2020,27,75-84 years,13908,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/11/2020,US,2020,28,75-84 years,14347,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/18/2020,US,2020,29,75-84 years,14895,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,07/25/2020,US,2020,30,75-84 years,15399,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/01/2020,US,2020,31,75-84 years,15460,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/08/2020,US,2020,32,75-84 years,15410,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/15/2020,US,2020,33,75-84 years,15335,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/22/2020,US,2020,34,75-84 years,15029,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,08/29/2020,US,2020,35,75-84 years,14572,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/05/2020,US,2020,36,75-84 years,14296,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/12/2020,US,2020,37,75-84 years,14134,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/19/2020,US,2020,38,75-84 years,14231,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,09/26/2020,US,2020,39,75-84 years,14377,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/03/2020,US,2020,40,75-84 years,14156,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/10/2020,US,2020,41,75-84 years,14486,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/17/2020,US,2020,42,75-84 years,14258,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/24/2020,US,2020,43,75-84 years,14703,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,10/31/2020,US,2020,44,75-84 years,14888,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/07/2020,US,2020,45,75-84 years,15921,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/14/2020,US,2020,46,75-84 years,16370,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/21/2020,US,2020,47,75-84 years,17107,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,11/28/2020,US,2020,48,75-84 years,17300,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/05/2020,US,2020,49,75-84 years,18514,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/12/2020,US,2020,50,75-84 years,19477,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/19/2020,US,2020,51,75-84 years,19258,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,12/26/2020,US,2020,52,75-84 years,18595,2020,Unweighted,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
